subscription_id,user_id,plan_type,start_date,end_date,status
1049,4390,Pro,2023-07-29,2023-08-29,active
1050,4405,Basic,2024-07-06,2025-01-06,cancelled
1051,4414,Pro,2024-06-22,2025-01-22,active
1052,4416,Pro,2024-06-27,2025-03-27,active
1053,4418,Enterprise,2024-02-01,2024-06-01,active
1054,4428,Pro,2023-08-05,2024-02-05,active
1055,4432,Pro,2023-10-23,2024-07-23,active
1056,4433,Basic,2024-06-18,2024-08-18,cancelled
1057,4436,Basic,2024-04-22,2024-11-22,active
1058,4446,Basic,2023-05-26,2023-09-26,cancelled
1059,4462,Basic,2023-06-03,2023-09-03,active
1060,4465,Basic,2023-06-08,2023-08-08,cancelled
1061,4470,Basic,2023-12-23,2024-08-23,active
1062,4473,Enterprise,2023-02-11,2023-08-11,active
1063,4480,Basic,2023-07-11,2024-01-11,cancelled
1064,4487,Basic,2023-12-15,2024-11-15,cancelled
1065,4488,Basic,2024-03-02,2024-04-02,active
1066,4494,Basic,2024-07-05,2025-07-05,cancelled
1067,4501,Basic,2023-08-08,2024-02-08,cancelled
1068,4502,Pro,2023-06-05,2023-08-05,cancelled
1069,4507,Pro,2024-05-23,2024-12-23,cancelled
1070,4508,Basic,2024-06-03,2024-12-03,active
1071,4515,Basic,2023-06-11,2024-04-11,active
1072,4526,Basic,2023-04-07,2023-10-07,cancelled
1073,4527,Basic,2023-03-18,2023-07-18,active
1074,4534,Basic,2023-03-09,2023-06-09,cancelled
1075,4537,Pro,2023-04-10,2024-01-10,active
1076,4539,Basic,2023-03-10,2023-07-10,cancelled
1077,4541,Basic,2023-12-23,2024-04-23,cancelled
1078,4545,Pro,2023-03-29,2023-07-29,active
1079,4546,Basic,2024-04-09,2024-10-09,active
1080,4548,Basic,2023-08-22,2024-04-22,cancelled
1081,4550,Basic,2024-02-25,2024-09-25,cancelled
1082,4553,Pro,2023-03-05,2023-10-05,active
1083,4554,Basic,2024-03-07,2024-07-07,cancelled
1084,4561,Basic,2023-03-29,2023-05-29,active
1085,4562,Basic,2023-11-27,2024-04-27,cancelled
1086,4564,Pro,2024-04-13,2025-04-13,active
1087,4566,Pro,2023-05-30,2024-01-30,cancelled
1088,4568,Basic,2024-03-07,2024-08-07,cancelled
1089,4577,Pro,2023-04-12,2024-04-12,cancelled
1090,4579,Basic,2023-04-09,2023-10-09,cancelled
1091,4583,Enterprise,2024-01-26,2024-12-26,cancelled
1092,4585,Basic,2023-02-12,2023-12-12,cancelled
1093,4586,Basic,2024-02-16,2024-06-16,active
1094,4588,Basic,2023-08-31,2023-10-31,cancelled
1095,4591,Basic,2023-10-13,2024-05-13,cancelled
1096,4596,Basic,2023-07-27,2024-07-27,cancelled
1097,4599,Basic,2024-05-11,2025-02-11,cancelled
1098,4603,Basic,2024-06-07,2024-11-07,cancelled
1099,4604,Basic,2023-06-14,2024-06-14,active
1100,4607,Pro,2024-06-16,2024-09-16,cancelled
1101,4614,Pro,2024-04-29,2024-11-29,active
1102,4621,Pro,2024-05-05,2024-11-05,active
1103,4628,Pro,2024-02-25,2024-07-25,active
1104,4630,Pro,2023-06-15,2024-01-15,cancelled
1105,4632,Pro,2023-05-20,2023-09-20,cancelled
1106,4640,Basic,2023-09-07,2024-04-07,cancelled
1107,4643,Basic,2024-06-28,2025-02-28,cancelled
1108,4647,Basic,2023-06-02,2024-01-02,cancelled
1109,4650,Basic,2023-02-03,2023-08-03,cancelled
1110,4654,Basic,2023-11-15,2024-11-15,active
1111,4655,Enterprise,2023-03-16,2024-02-16,cancelled
1112,4659,Basic,2024-05-11,2024-09-11,cancelled
1113,4661,Basic,2023-12-06,2024-08-06,cancelled
1114,4668,Basic,2023-12-05,2024-10-05,cancelled
1115,4670,Basic,2023-02-13,2023-03-13,active
1116,4672,Basic,2023-07-21,2023-08-21,cancelled
1117,4677,Basic,2024-05-11,2024-10-11,active
1118,4679,Basic,2023-02-25,2023-10-25,cancelled
1119,4685,Pro,2023-12-09,2024-03-09,active
1120,4688,Pro,2024-01-28,2024-09-28,cancelled
1121,4697,Basic,2024-06-27,2024-07-27,cancelled
1122,4699,Pro,2024-02-16,2025-01-16,cancelled
1123,4703,Enterprise,2024-07-01,2025-05-01,active
1124,4713,Basic,2024-03-27,2024-08-27,active
1125,4715,Basic,2023-11-02,2024-07-02,cancelled
1126,4721,Pro,2023-05-13,2023-12-13,active
1127,4722,Pro,2023-03-21,2023-12-21,active
1128,4731,Basic,2023-09-30,2024-06-30,cancelled
1129,4732,Basic,2023-04-22,2023-09-22,cancelled
1130,4734,Pro,2023-09-06,2024-04-06,active
1131,4735,Pro,2024-04-22,2024-09-22,cancelled
1132,4746,Basic,2023-04-11,2023-12-11,cancelled
1133,4748,Basic,2024-04-27,2024-08-27,cancelled
1134,4751,Basic,2023-02-11,2023-07-11,cancelled
1135,4755,Pro,2023-08-25,2024-04-25,cancelled
1136,4760,Pro,2023-04-05,2023-09-05,cancelled
1137,4762,Basic,2023-12-16,2024-02-16,cancelled
1138,4764,Pro,2023-08-17,2024-04-17,active
1139,4766,Basic,2024-02-07,2025-02-07,cancelled
1140,4767,Basic,2023-08-30,2024-05-30,cancelled
1141,4774,Basic,2023-05-30,2024-01-30,cancelled
1142,4786,Basic,2024-05-31,2025-02-28,active
1143,4788,Basic,2023-12-26,2024-06-26,cancelled
1144,4791,Pro,2024-05-24,2024-12-24,active
1145,4792,Enterprise,2023-07-31,2023-11-30,cancelled
1146,4803,Basic,2023-12-08,2024-01-08,cancelled
1147,4804,Pro,2023-01-25,2023-10-25,cancelled
1148,4805,Basic,2023-12-13,2024-11-13,cancelled
1149,4810,Pro,2023-01-18,2023-07-18,cancelled
1150,4812,Basic,2024-06-27,2024-08-27,cancelled
1151,4814,Basic,2024-07-05,2025-07-05,cancelled
1152,4821,Basic,2023-03-16,2023-12-16,cancelled
1153,4839,Pro,2024-03-14,2024-09-14,cancelled
1154,4840,Pro,2023-07-22,2024-03-22,active
1155,4847,Basic,2023-02-07,2024-02-07,active
1156,4854,Pro,2023-11-05,2023-12-05,cancelled
1157,4856,Basic,2023-11-04,2024-02-04,cancelled
1158,4858,Basic,2023-10-07,2024-10-07,active
1159,4860,Basic,2023-05-13,2023-09-13,active
1160,4861,Basic,2023-09-30,2024-01-30,active
1161,4862,Pro,2024-02-15,2025-02-15,active
1162,4864,Basic,2024-06-13,2025-05-13,active
1163,4871,Basic,2023-12-09,2024-08-09,active
1164,4874,Basic,2024-03-01,2025-03-01,active
1165,4878,Pro,2023-10-09,2024-03-09,cancelled
1166,4880,Basic,2023-08-02,2024-02-02,cancelled
1167,4896,Basic,2024-05-09,2024-06-09,active
1168,4898,Basic,2023-10-02,2023-12-02,active
1169,4899,Basic,2024-02-07,2024-03-07,cancelled
1170,4900,Basic,2023-09-27,2023-11-27,cancelled
1171,4901,Basic,2024-05-21,2024-06-21,active
1172,4902,Basic,2023-06-01,2023-10-01,active
1173,4906,Pro,2023-08-13,2024-04-13,cancelled
1174,4909,Pro,2023-05-30,2023-09-30,cancelled
1175,4910,Pro,2024-02-23,2024-08-23,cancelled
1176,4911,Basic,2024-05-22,2025-02-22,cancelled
1177,4917,Basic,2023-10-04,2024-01-04,cancelled
1178,4924,Basic,2023-07-07,2024-07-07,active
1179,4927,Pro,2024-07-03,2024-12-03,cancelled
1180,4930,Basic,2024-04-14,2025-04-14,cancelled
1181,4938,Basic,2023-10-02,2024-05-02,cancelled
1182,4939,Basic,2023-02-21,2023-04-21,active
1183,4940,Basic,2023-09-16,2024-04-16,active
1184,4942,Basic,2023-02-16,2023-03-16,cancelled
1185,4949,Basic,2024-05-25,2024-08-25,active
1186,4953,Basic,2023-04-16,2023-07-16,cancelled
1187,4954,Basic,2023-11-07,2024-06-07,cancelled
1188,4963,Pro,2024-02-27,2025-02-27,cancelled
1189,4968,Basic,2024-01-20,2024-06-20,cancelled
1190,4970,Basic,2024-05-23,2024-12-23,cancelled
1191,4972,Basic,2023-01-25,2023-11-25,active
1192,4973,Basic,2023-05-16,2024-01-16,cancelled
1193,4974,Basic,2024-01-01,2024-10-01,cancelled
1194,4975,Basic,2023-09-02,2023-12-02,cancelled
1195,4987,Pro,2023-04-09,2023-09-09,active
1196,4988,Basic,2023-06-21,2023-11-21,cancelled
1197,4997,Pro,2023-09-12,2023-12-12,active
1198,5001,Pro,2023-07-07,2024-03-07,active
1199,5005,Basic,2024-01-08,2024-05-08,active
1200,5006,Pro,2023-09-14,2024-03-14,cancelled
1201,5008,Basic,2023-03-01,2023-09-01,active
1202,5012,Pro,2023-07-08,2023-11-08,cancelled
1203,5013,Pro,2024-04-04,2024-08-04,active
1204,5015,Pro,2023-03-08,2023-10-08,active
1205,5023,Pro,2023-11-28,2024-09-28,cancelled
1206,5026,Basic,2023-11-16,2024-02-16,cancelled
1207,5031,Pro,2023-10-14,2023-12-14,cancelled
1208,5033,Basic,2024-03-26,2025-02-26,cancelled
1209,5036,Pro,2023-07-24,2024-02-24,cancelled
1210,5062,Enterprise,2024-04-12,2024-09-12,active
1211,5064,Basic,2023-03-01,2024-03-01,cancelled
1212,5068,Basic,2023-07-16,2024-03-16,cancelled
1213,5077,Basic,2023-11-19,2024-09-19,active
1214,5081,Basic,2023-09-12,2024-01-12,cancelled
1215,5086,Basic,2024-05-29,2024-09-29,active
1216,5087,Basic,2024-01-25,2024-07-25,cancelled
1217,5092,Basic,2024-04-04,2025-04-04,cancelled
1218,5093,Pro,2023-01-21,2023-12-21,cancelled
1219,5098,Basic,2023-08-11,2023-12-11,cancelled
1220,5100,Pro,2023-07-21,2024-07-21,cancelled
1221,5102,Basic,2023-05-25,2024-03-25,cancelled
1222,5103,Basic,2023-09-19,2024-03-19,cancelled
1223,5104,Basic,2023-02-08,2023-05-08,active
1224,5108,Basic,2023-10-08,2024-10-08,active
1225,5110,Pro,2023-02-19,2023-03-19,cancelled
1226,5112,Pro,2023-05-14,2024-02-14,cancelled
1227,5113,Pro,2023-10-04,2024-08-04,active
1228,5114,Basic,2024-07-03,2025-02-03,cancelled
1229,5116,Basic,2023-12-14,2024-10-14,active
1230,5118,Basic,2023-11-28,2024-06-28,active
1231,5120,Basic,2023-06-12,2023-09-12,cancelled
1232,5124,Basic,2024-06-01,2025-02-01,cancelled
1233,5128,Basic,2023-02-18,2023-06-18,cancelled
1234,5130,Basic,2023-03-04,2023-10-04,cancelled
1235,5136,Basic,2023-01-16,2023-11-16,active
1236,5142,Basic,2024-04-07,2024-06-07,cancelled
1237,5151,Basic,2023-02-28,2023-12-28,active
1238,5152,Basic,2023-08-15,2024-02-15,cancelled
1239,5153,Basic,2023-11-29,2024-07-29,cancelled
1240,5156,Pro,2023-09-23,2024-02-23,cancelled
1241,5169,Basic,2024-02-10,2024-10-10,cancelled
1242,5176,Pro,2024-05-13,2024-06-13,cancelled
1243,5180,Basic,2023-04-12,2023-09-12,cancelled
1244,5181,Basic,2023-10-13,2024-02-13,active
1245,5183,Basic,2024-03-21,2024-04-21,cancelled
1246,5187,Basic,2023-08-21,2024-03-21,active
1247,5189,Basic,2023-08-28,2024-06-28,active
1248,5190,Basic,2023-09-05,2024-04-05,cancelled
1249,5192,Basic,2023-01-29,2023-04-29,active
1250,5197,Basic,2023-10-27,2024-06-27,cancelled
1251,5202,Basic,2024-07-06,2025-06-06,active
1252,5205,Basic,2023-08-15,2024-06-15,active
1253,5207,Pro,2024-03-09,2025-02-09,active
1254,5220,Basic,2023-05-11,2024-01-11,active
1255,5224,Basic,2024-04-19,2025-02-19,cancelled
1256,5236,Basic,2023-05-25,2023-10-25,cancelled
1257,5238,Basic,2023-08-31,2023-09-30,active
1258,5243,Enterprise,2024-04-09,2025-01-09,cancelled
1259,5248,Basic,2024-02-05,2024-07-05,cancelled
1260,5256,Basic,2024-02-16,2024-11-16,cancelled
1261,5263,Basic,2023-12-01,2024-06-01,active
1262,5264,Basic,2023-11-07,2024-09-07,active
1263,5265,Pro,2023-11-18,2024-05-18,cancelled
1264,5267,Basic,2023-09-17,2023-11-17,active
1265,5274,Basic,2023-05-24,2024-03-24,cancelled
1266,5283,Basic,2023-06-08,2024-06-08,cancelled
1267,5289,Basic,2024-07-16,2025-05-16,cancelled
1268,5295,Basic,2024-06-20,2025-04-20,active
1269,5297,Pro,2023-05-30,2023-12-30,cancelled
1270,5299,Basic,2023-02-20,2024-02-20,active
1271,5301,Basic,2023-03-27,2023-10-27,active
1272,5307,Basic,2024-06-11,2024-07-11,cancelled
1273,5308,Basic,2024-06-12,2024-12-12,cancelled
1274,5310,Pro,2024-04-14,2024-07-14,cancelled
1275,5312,Pro,2023-03-29,2023-06-29,active
1276,5313,Pro,2023-03-13,2024-03-13,cancelled
1277,5314,Basic,2023-05-06,2024-01-06,active
1278,5320,Pro,2023-05-16,2024-01-16,cancelled
1279,5321,Basic,2023-11-19,2024-09-19,cancelled
1280,5324,Pro,2024-01-11,2024-03-11,cancelled
1281,5325,Basic,2024-06-12,2024-08-12,active
1282,5328,Basic,2023-11-27,2024-09-27,active
1283,5332,Pro,2024-01-02,2024-08-02,active
1284,5334,Basic,2024-06-25,2025-05-25,cancelled
1285,5340,Basic,2024-05-31,2024-06-30,active
1286,5343,Basic,2024-03-12,2025-01-12,active
1287,5346,Basic,2024-02-05,2024-03-05,cancelled
1288,5355,Pro,2023-03-22,2023-09-22,active
1289,5358,Pro,2023-07-22,2023-09-22,active
1290,5361,Basic,2023-12-08,2024-03-08,cancelled
1291,5374,Basic,2024-01-03,2024-07-03,active
1292,5377,Pro,2024-05-25,2024-10-25,cancelled
1293,5380,Basic,2023-12-24,2024-04-24,cancelled
1294,5381,Basic,2023-03-18,2023-05-18,active
1295,5382,Pro,2024-06-29,2025-02-28,cancelled
1296,5387,Pro,2023-05-16,2023-09-16,cancelled
1297,5390,Pro,2024-02-26,2024-11-26,active
1298,5394,Basic,2024-01-15,2024-06-15,active
1299,5399,Basic,2023-03-11,2023-09-11,cancelled
1300,5403,Basic,2023-04-06,2024-04-06,active
1301,5405,Basic,2023-06-05,2023-12-05,active
1302,5406,Pro,2023-07-02,2024-06-02,cancelled
1303,5417,Pro,2024-04-08,2024-11-08,cancelled
1304,5418,Pro,2023-02-25,2023-04-25,cancelled
1305,5420,Basic,2023-07-31,2024-06-30,cancelled
1306,5429,Basic,2024-04-30,2024-10-30,cancelled
1307,5435,Pro,2023-02-01,2023-03-01,active
1308,5437,Pro,2023-12-02,2024-10-02,cancelled
1309,5441,Basic,2023-05-06,2023-09-06,cancelled
1310,5446,Basic,2023-06-28,2023-09-28,active
1311,5448,Basic,2024-05-08,2024-09-08,cancelled
1312,5451,Basic,2023-02-05,2023-04-05,active
1313,5458,Pro,2023-06-23,2024-01-23,active
1314,5460,Pro,2024-06-16,2024-11-16,cancelled
1315,5461,Basic,2023-05-09,2024-02-09,active
1316,5470,Pro,2023-02-04,2023-06-04,cancelled
1317,5474,Pro,2023-05-18,2024-03-18,active
1318,5477,Pro,2023-05-25,2023-07-25,cancelled
1319,5481,Pro,2024-02-17,2024-06-17,active
1320,5484,Basic,2023-08-08,2024-01-08,cancelled
1321,5487,Pro,2023-05-28,2024-01-28,cancelled
1322,5493,Basic,2024-05-04,2025-04-04,active
1323,5495,Basic,2024-05-21,2024-06-21,cancelled
1324,5497,Basic,2024-05-25,2024-08-25,active
1325,5498,Basic,2024-06-22,2025-06-22,cancelled
1326,5501,Basic,2023-10-18,2024-05-18,cancelled
1327,5510,Basic,2024-01-22,2024-02-22,cancelled
1328,5513,Basic,2023-02-09,2023-06-09,cancelled
1329,5516,Pro,2024-05-11,2024-11-11,cancelled
1330,5518,Basic,2023-04-23,2024-04-23,cancelled
1331,5527,Basic,2024-02-01,2024-12-01,cancelled
1332,5529,Basic,2023-02-11,2023-10-11,active
1333,5532,Pro,2024-06-29,2024-12-29,active
1334,5536,Pro,2023-12-30,2024-08-30,active
1335,5537,Basic,2023-05-19,2024-05-19,cancelled
1336,5538,Basic,2023-10-25,2024-06-25,cancelled
1337,5547,Pro,2024-01-24,2024-02-24,cancelled
1338,5548,Pro,2024-07-08,2025-01-08,cancelled
1339,5549,Basic,2024-04-25,2024-10-25,active
1340,5550,Basic,2023-09-07,2024-03-07,active
1341,5552,Basic,2023-04-25,2023-06-25,cancelled
1342,5560,Basic,2023-12-24,2024-01-24,active
1343,5564,Basic,2023-07-11,2023-08-11,active
1344,5565,Basic,2023-11-18,2024-04-18,active
1345,5572,Pro,2023-05-06,2023-09-06,active
1346,5579,Enterprise,2023-01-21,2023-02-21,active
1347,5581,Basic,2024-02-29,2024-09-29,active
1348,5589,Basic,2023-08-07,2024-05-07,cancelled
1349,5592,Pro,2023-08-04,2024-07-04,cancelled
1350,5596,Basic,2024-06-26,2024-12-26,active
1351,5599,Basic,2023-04-10,2024-04-10,active
1352,5605,Basic,2023-12-21,2024-05-21,cancelled
1353,5612,Basic,2023-06-24,2023-10-24,active
1354,5613,Basic,2024-02-12,2024-10-12,active
1355,5620,Pro,2024-05-04,2024-10-04,cancelled
1356,5622,Pro,2023-08-26,2024-03-26,active
1357,5623,Basic,2023-11-30,2024-02-29,cancelled
1358,5626,Basic,2023-11-16,2024-01-16,cancelled
1359,5637,Basic,2023-12-30,2024-05-30,cancelled
1360,5639,Pro,2024-02-28,2025-01-28,cancelled
1361,5650,Basic,2023-07-05,2023-08-05,cancelled
1362,5655,Basic,2024-05-07,2024-09-07,cancelled
1363,5658,Pro,2023-03-22,2023-12-22,cancelled
1364,5663,Pro,2024-05-20,2025-02-20,active
1365,5672,Basic,2024-01-09,2024-05-09,active
1366,5677,Basic,2023-10-14,2024-08-14,cancelled
1367,5679,Pro,2023-11-13,2024-05-13,active
1368,5687,Enterprise,2024-01-19,2024-05-19,cancelled
1369,5688,Basic,2024-07-09,2025-04-09,cancelled
1370,5689,Basic,2024-02-07,2025-01-07,cancelled
1371,5691,Pro,2023-01-30,2023-09-30,active
1372,5692,Basic,2023-06-24,2024-05-24,active
1373,5698,Basic,2024-03-05,2024-09-05,cancelled
1374,5702,Basic,2023-08-25,2024-05-25,cancelled
1375,5703,Pro,2024-04-10,2024-06-10,cancelled
1376,5704,Basic,2024-04-11,2024-06-11,active
1377,5705,Basic,2024-02-24,2024-06-24,cancelled
1378,5708,Basic,2024-03-17,2024-04-17,cancelled
1379,5710,Basic,2023-05-02,2023-11-02,cancelled
1380,5714,Basic,2024-02-06,2024-10-06,cancelled
1381,5721,Basic,2023-12-24,2024-06-24,active
1382,5723,Basic,2024-03-07,2025-02-07,active
1383,5724,Basic,2024-04-18,2024-07-18,active
1384,5725,Basic,2024-04-24,2024-11-24,active
1385,5726,Basic,2023-08-16,2023-11-16,active
1386,5727,Pro,2024-01-08,2024-10-08,cancelled
1387,5745,Basic,2023-10-05,2024-04-05,active
1388,5751,Basic,2023-02-07,2024-02-07,cancelled
1389,5755,Basic,2024-06-21,2024-07-21,active
1390,5758,Basic,2023-10-01,2024-10-01,cancelled
1391,5760,Basic,2023-07-31,2024-02-29,cancelled
1392,5766,Pro,2023-08-19,2024-05-19,cancelled
1393,5773,Basic,2024-02-29,2025-01-29,active
1394,5774,Pro,2023-09-06,2024-09-06,active
1395,5785,Pro,2023-12-21,2024-07-21,cancelled
1396,5797,Pro,2023-05-14,2023-09-14,active
1397,5801,Basic,2023-10-03,2024-07-03,cancelled
1398,5814,Pro,2023-04-22,2023-07-22,active
1399,5816,Basic,2024-02-10,2025-02-10,cancelled
1400,5820,Pro,2024-06-02,2025-05-02,active
1401,5826,Pro,2024-02-15,2024-04-15,cancelled
1402,5830,Basic,2024-03-13,2025-03-13,cancelled
1403,5832,Basic,2023-05-23,2023-10-23,cancelled
1404,5836,Pro,2023-09-01,2024-07-01,active
1405,5837,Basic,2023-08-15,2023-11-15,cancelled
1406,5845,Basic,2023-06-01,2023-12-01,active
1407,5854,Pro,2024-03-24,2025-02-24,cancelled
1408,5856,Basic,2023-07-01,2024-06-01,active
1409,5859,Basic,2023-02-23,2023-12-23,cancelled
1410,5861,Basic,2024-04-10,2024-12-10,cancelled
1411,5862,Pro,2023-09-15,2024-08-15,active
1412,5869,Pro,2023-11-17,2024-04-17,cancelled
1413,5871,Pro,2023-04-17,2023-08-17,cancelled
1414,5873,Basic,2023-11-11,2024-04-11,active
1415,5874,Basic,2024-04-18,2024-08-18,cancelled
1416,5878,Basic,2024-02-08,2024-08-08,active
1417,5881,Basic,2023-02-11,2023-11-11,active
1418,5900,Basic,2023-04-13,2023-07-13,cancelled
1419,5906,Basic,2024-05-15,2024-07-15,active
1420,5907,Basic,2024-06-11,2025-01-11,active
1421,5916,Basic,2023-06-08,2023-10-08,cancelled
1422,5917,Pro,2023-06-07,2023-09-07,cancelled
1423,5928,Pro,2024-02-20,2024-11-20,active
1424,5930,Basic,2023-11-03,2024-04-03,active
1425,5934,Basic,2023-08-15,2024-06-15,cancelled
1426,5936,Basic,2024-02-28,2024-09-28,cancelled
1427,5937,Basic,2023-06-30,2024-05-30,cancelled
1428,5943,Basic,2023-11-25,2023-12-25,active
1429,5946,Pro,2023-10-24,2024-02-24,cancelled
1430,5948,Pro,2023-04-13,2024-01-13,active
1431,5949,Basic,2024-04-06,2025-03-06,active
1432,5950,Pro,2023-09-12,2023-11-12,cancelled
1433,5956,Basic,2024-02-07,2025-02-07,cancelled
1434,5960,Basic,2023-12-25,2024-04-25,cancelled
1435,5963,Basic,2023-05-07,2024-02-07,active
1436,5987,Basic,2023-12-24,2024-08-24,active
1437,5988,Basic,2023-09-20,2024-02-20,cancelled
1438,5991,Basic,2024-01-08,2024-12-08,cancelled
1439,5993,Basic,2023-09-01,2024-06-01,cancelled
1440,5995,Basic,2024-06-21,2024-10-21,active
1441,5998,Basic,2023-03-10,2023-09-10,cancelled
1442,6004,Pro,2024-01-14,2024-05-14,cancelled
1443,6006,Basic,2024-01-11,2024-11-11,cancelled
1444,6009,Pro,2023-08-24,2024-05-24,cancelled
1445,6010,Pro,2023-11-23,2024-03-23,cancelled
1446,6021,Pro,2023-12-27,2024-10-27,active
1447,6023,Basic,2024-06-23,2024-10-23,cancelled
1448,6025,Basic,2023-07-10,2024-04-10,cancelled
1449,6031,Basic,2023-04-03,2023-08-03,cancelled
1450,6032,Pro,2023-11-15,2024-08-15,cancelled
1451,6033,Pro,2024-03-15,2025-01-15,cancelled
1452,6034,Basic,2023-11-25,2024-05-25,cancelled
1453,6037,Pro,2023-04-15,2024-02-15,cancelled
1454,6039,Basic,2023-02-26,2023-04-26,cancelled
1455,6043,Basic,2024-03-31,2025-02-28,cancelled
1456,6044,Pro,2023-03-06,2024-03-06,cancelled
1457,6046,Basic,2023-07-17,2023-08-17,cancelled
1458,6047,Basic,2023-08-17,2024-06-17,cancelled
1459,6050,Basic,2023-07-27,2023-08-27,cancelled
1460,6054,Basic,2023-03-19,2023-09-19,active
1461,6057,Pro,2023-09-02,2024-02-02,cancelled
1462,6059,Basic,2024-02-05,2024-07-05,cancelled
1463,6060,Pro,2023-04-23,2023-09-23,cancelled
1464,6061,Pro,2024-05-12,2025-03-12,active
1465,6065,Pro,2023-10-30,2024-02-29,cancelled
1466,6070,Basic,2024-05-27,2024-11-27,active
1467,6075,Pro,2023-08-13,2024-03-13,active
1468,6077,Basic,2024-07-01,2025-07-01,active
1469,6081,Basic,2024-05-06,2024-12-06,active
1470,6083,Basic,2023-09-23,2023-11-23,cancelled
1471,6088,Basic,2023-12-02,2024-11-02,cancelled
1472,6092,Pro,2023-04-01,2023-09-01,cancelled
1473,6093,Basic,2024-03-05,2024-11-05,active
1474,6094,Basic,2024-04-09,2025-04-09,cancelled
1475,6107,Basic,2023-09-12,2024-04-12,cancelled
1476,6111,Basic,2024-05-16,2025-03-16,active
1477,6117,Basic,2023-10-11,2024-06-11,active
1478,6122,Basic,2023-05-22,2023-12-22,cancelled
1479,6127,Basic,2024-01-10,2024-06-10,active
1480,6128,Pro,2023-07-03,2024-05-03,cancelled
1481,6129,Pro,2023-08-05,2023-12-05,cancelled
1482,6130,Pro,2023-07-05,2024-07-05,cancelled
1483,6133,Basic,2024-02-06,2024-12-06,active
1484,6136,Pro,2024-05-11,2025-02-11,cancelled
1485,6137,Basic,2023-09-06,2023-11-06,active
1486,6150,Basic,2024-06-20,2025-05-20,active
1487,6159,Basic,2023-05-24,2023-11-24,active
1488,6161,Basic,2023-11-25,2024-05-25,cancelled
1489,6165,Basic,2023-04-21,2024-02-21,cancelled
1490,6168,Basic,2023-09-29,2024-05-29,cancelled
1491,6174,Basic,2023-04-04,2023-07-04,cancelled
1492,6187,Pro,2024-02-14,2024-03-14,cancelled
1493,6196,Pro,2024-01-20,2024-09-20,cancelled
1494,6201,Basic,2023-12-09,2024-05-09,cancelled
1495,6207,Pro,2024-03-29,2024-07-29,cancelled
1496,6211,Pro,2023-04-26,2024-02-26,cancelled
1497,6214,Basic,2024-01-21,2024-02-21,active
1498,6215,Basic,2024-04-07,2024-08-07,active
1499,6219,Basic,2024-02-02,2024-08-02,cancelled
1500,6220,Basic,2024-03-19,2025-03-19,cancelled
1501,6227,Basic,2023-12-07,2024-03-07,active
1502,6229,Basic,2023-09-07,2024-02-07,active
1503,6232,Pro,2023-04-01,2023-06-01,cancelled
1504,6240,Basic,2023-11-29,2024-04-29,cancelled
1505,6242,Pro,2023-07-23,2024-02-23,active
1506,6244,Basic,2023-01-29,2023-03-29,active
1507,6245,Pro,2023-05-30,2023-11-30,active
1508,6247,Pro,2023-05-10,2023-12-10,active
1509,6248,Pro,2023-12-26,2024-08-26,cancelled
1510,6250,Basic,2024-01-22,2024-12-22,cancelled
1511,6251,Basic,2024-01-06,2025-01-06,cancelled
1512,6252,Basic,2023-06-22,2023-10-22,active
1513,6261,Enterprise,2024-04-17,2024-05-17,cancelled
1514,6264,Basic,2024-02-29,2024-03-29,cancelled
1515,6267,Pro,2023-09-09,2023-12-09,active
1516,6270,Pro,2024-04-21,2025-02-21,cancelled
1517,6272,Pro,2023-07-12,2024-04-12,cancelled
1518,6273,Basic,2023-12-13,2024-10-13,active
1519,6281,Basic,2023-12-12,2024-02-12,active
1520,6283,Basic,2023-04-06,2023-09-06,cancelled
1521,6284,Basic,2023-05-28,2023-07-28,cancelled
1522,6289,Pro,2023-09-08,2024-09-08,cancelled
1523,6291,Pro,2024-04-26,2024-05-26,cancelled
1524,6294,Basic,2024-06-26,2025-06-26,active
1525,6296,Pro,2023-10-25,2024-02-25,cancelled
1526,6298,Basic,2023-07-25,2024-04-25,active
1527,6301,Pro,2023-01-27,2023-11-27,cancelled
1528,6303,Pro,2023-05-02,2024-04-02,cancelled
1529,6313,Basic,2023-05-20,2024-02-20,cancelled
1530,6314,Basic,2023-11-30,2024-09-30,cancelled
1531,6316,Basic,2024-02-07,2024-07-07,cancelled
1532,6317,Pro,2024-01-06,2024-03-06,cancelled
1533,6319,Pro,2023-06-15,2023-12-15,cancelled
1534,6320,Basic,2024-05-04,2024-06-04,cancelled
1535,6327,Basic,2023-02-03,2023-03-03,cancelled
1536,6333,Enterprise,2024-04-21,2024-11-21,cancelled
1537,6335,Basic,2023-10-26,2024-05-26,cancelled
1538,6337,Pro,2023-08-30,2024-04-30,cancelled
1539,6338,Basic,2023-12-19,2024-03-19,active
1540,6340,Basic,2023-08-03,2023-10-03,active
1541,6341,Basic,2024-05-18,2025-05-18,cancelled
1542,6347,Pro,2024-02-26,2024-08-26,cancelled
1543,6348,Pro,2023-12-20,2024-01-20,cancelled
1544,6352,Basic,2024-06-17,2024-07-17,active
1545,6357,Pro,2024-05-21,2025-04-21,cancelled
1546,6358,Basic,2023-11-01,2024-05-01,cancelled
1547,6364,Basic,2024-01-23,2024-07-23,active
1548,6366,Basic,2024-01-06,2024-08-06,cancelled
1549,6367,Basic,2023-02-11,2023-03-11,cancelled
