user_id,signup_date,country,acquisition_channel,device_type
5943,2023-11-12,Australia,Organic,Mobile
5944,2023-09-14,USA,"Google Ads",Mobile
5945,2023-08-21,India,"LinkedIn Ads",Desktop
5946,2023-09-30,Canada,Organic,Tablet
5947,2024-02-05,USA,Referral,Mobile
5948,2023-04-02,USA,"LinkedIn Ads",Desktop
5949,2024-03-16,Australia,"Google Ads",Mobile
5950,2023-08-17,India,"Facebook Ads",Desktop
5951,2023-04-16,Germany,"Facebook Ads",Desktop
5952,2023-11-11,India,"Facebook Ads",Tablet
5953,2023-04-14,Germany,"Facebook Ads",Mobile
5954,2024-03-26,USA,Organic,Mobile
5955,2023-07-25,UK,Organic,Desktop
5956,2024-01-12,Canada,Referral,Desktop
5957,2023-09-22,UK,"Facebook Ads",Desktop
5958,2023-06-08,India,"Google Ads",Mobile
5959,2024-06-28,UK,"LinkedIn Ads",Desktop
5960,2023-12-15,Germany,Organic,Mobile
5961,2024-01-29,India,"Facebook Ads",Mobile
5962,2024-01-24,Canada,Organic,Mobile
5963,2023-04-21,Germany,Referral,Mobile
5964,2023-06-05,Germany,"LinkedIn Ads",Desktop
5965,2023-07-06,Germany,"LinkedIn Ads",Tablet
5966,2023-01-12,Australia,"LinkedIn Ads",Tablet
5967,2023-06-12,Canada,Referral,Tablet
5968,2024-02-29,UK,"LinkedIn Ads",Tablet
5969,2023-03-28,Germany,"Google Ads",Desktop
5970,2023-03-08,India,"LinkedIn Ads",Desktop
5971,2023-05-08,Germany,"Facebook Ads",Desktop
5972,2023-01-22,USA,"LinkedIn Ads",Mobile
5973,2023-01-08,Canada,"LinkedIn Ads",Tablet
5974,2024-05-04,India,Referral,Desktop
5975,2023-10-31,Australia,"Facebook Ads",Desktop
5976,2024-03-11,Australia,Organic,Tablet
5977,2023-07-30,USA,"Google Ads",Desktop
5978,2023-02-25,Germany,"Facebook Ads",Desktop
5979,2023-05-11,Germany,"Google Ads",Tablet
5980,2023-01-30,Australia,Referral,Tablet
5981,2023-10-10,USA,"LinkedIn Ads",Mobile
5982,2024-02-03,Germany,"LinkedIn Ads",Mobile
5983,2023-10-03,Germany,"Google Ads",Desktop
5984,2023-02-09,Australia,"Google Ads",Mobile
5985,2023-04-04,UK,"Facebook Ads",Mobile
5986,2024-02-11,Canada,"Google Ads",Tablet
5987,2023-12-24,Germany,Organic,Desktop
5988,2023-08-29,Canada,"Google Ads",Mobile
5989,2024-05-27,USA,Organic,Mobile
5990,2023-08-11,USA,"Google Ads",Mobile
5991,2023-12-21,Canada,Organic,Tablet
5992,2023-10-17,USA,Organic,Tablet
5993,2023-08-19,Canada,"LinkedIn Ads",Tablet
5994,2023-07-10,India,"Google Ads",Mobile
5995,2024-06-04,USA,"Facebook Ads",Desktop
5996,2023-12-04,UK,Referral,Tablet
5997,2023-10-30,Germany,"LinkedIn Ads",Tablet
5998,2023-02-09,India,Referral,Tablet
5999,2023-10-14,India,"LinkedIn Ads",Tablet
6000,2023-02-28,Canada,"LinkedIn Ads",Desktop
6001,2024-02-19,UK,"Facebook Ads",Desktop
6002,2023-02-16,Canada,"Google Ads",Mobile
6003,2023-05-11,Canada,"Google Ads",Desktop
6004,2024-01-12,Germany,Organic,Desktop
6005,2023-05-16,Canada,"Google Ads",Tablet
6006,2024-01-10,USA,Organic,Mobile
6007,2023-01-10,Canada,"Facebook Ads",Mobile
6008,2023-10-15,India,"Google Ads",Desktop
6009,2023-08-08,UK,"Facebook Ads",Tablet
6010,2023-11-09,Canada,"Google Ads",Desktop
6011,2023-07-01,Australia,Referral,Tablet
6012,2023-01-27,Germany,Organic,Tablet
6013,2024-01-01,Canada,"Facebook Ads",Tablet
6014,2024-01-21,USA,"Facebook Ads",Mobile
6015,2024-05-13,USA,"Facebook Ads",Desktop
6016,2024-05-03,Germany,Referral,Mobile
6017,2023-02-17,Germany,"LinkedIn Ads",Tablet
6018,2023-10-12,UK,"LinkedIn Ads",Desktop
6019,2023-07-28,India,"Facebook Ads",Desktop
6020,2023-11-27,Canada,"Facebook Ads",Tablet
6021,2023-12-15,Canada,Referral,Desktop
6022,2024-06-28,USA,"LinkedIn Ads",Mobile
6023,2024-06-16,USA,"LinkedIn Ads",Tablet
6024,2023-01-19,Canada,Referral,Tablet
6025,2023-07-01,Canada,Organic,Mobile
6026,2023-11-30,USA,Referral,Mobile
6027,2024-03-16,Germany,Referral,Mobile
6028,2023-09-05,Germany,Organic,Desktop
6029,2024-03-22,India,Organic,Desktop
6030,2024-01-06,Australia,"Google Ads",Mobile
6031,2023-03-22,Australia,Referral,Mobile
6032,2023-11-14,Canada,"Facebook Ads",Tablet
6033,2024-03-10,India,"LinkedIn Ads",Desktop
6034,2023-11-15,UK,Organic,Desktop
6035,2023-12-09,Canada,Referral,Desktop
6036,2024-05-19,India,"Google Ads",Mobile
6037,2023-04-15,Australia,Organic,Desktop
6038,2023-01-26,Australia,"Google Ads",Desktop
6039,2023-02-09,UK,"Facebook Ads",Mobile
6040,2023-04-27,Canada,"Facebook Ads",Mobile
6041,2023-05-11,India,"Google Ads",Mobile
6042,2023-02-24,Canada,"Google Ads",Tablet
6043,2024-03-09,USA,Referral,Desktop
6044,2023-02-28,India,Referral,Mobile
6045,2023-10-14,Canada,"Google Ads",Mobile
6046,2023-06-27,UK,"LinkedIn Ads",Mobile
6047,2023-08-15,USA,Referral,Mobile
6048,2024-04-25,India,Referral,Desktop
6049,2024-06-27,USA,"LinkedIn Ads",Mobile
6050,2023-07-17,Canada,"Facebook Ads",Mobile
6051,2023-01-24,USA,"Facebook Ads",Desktop
6052,2023-05-18,Germany,"LinkedIn Ads",Desktop
6053,2023-08-02,USA,"Google Ads",Tablet
6054,2023-03-10,Australia,Referral,Tablet
6055,2024-04-09,USA,Organic,Mobile
6056,2024-02-08,India,Referral,Desktop
6057,2023-08-08,Australia,Organic,Tablet
6058,2023-01-14,Canada,Referral,Desktop
6059,2024-01-08,Australia,Referral,Mobile
6060,2023-04-06,Canada,Organic,Desktop
6061,2024-05-05,Canada,"Facebook Ads",Mobile
6062,2024-06-19,USA,"Google Ads",Desktop
6063,2024-04-23,Australia,"LinkedIn Ads",Tablet
6064,2023-07-16,UK,"LinkedIn Ads",Desktop
6065,2023-10-11,UK,"Google Ads",Mobile
6066,2024-05-12,USA,"Google Ads",Tablet
6067,2024-01-22,Canada,"LinkedIn Ads",Desktop
6068,2023-10-01,UK,"Facebook Ads",Tablet
6069,2023-11-03,India,Organic,Desktop
6070,2024-05-11,Australia,"Facebook Ads",Mobile
6071,2023-07-15,USA,"Google Ads",Desktop
6072,2024-05-07,Germany,"Google Ads",Tablet
6073,2023-12-02,UK,"Google Ads",Tablet
6074,2024-03-22,USA,Referral,Mobile
6075,2023-07-31,UK,"Google Ads",Mobile
6076,2023-03-28,USA,"Google Ads",Tablet
6077,2024-06-10,India,"Google Ads",Desktop
6078,2023-04-05,UK,"LinkedIn Ads",Tablet
6079,2024-04-09,UK,Organic,Desktop
6080,2023-03-26,India,Organic,Mobile
6081,2024-05-01,UK,Referral,Mobile
6082,2024-04-16,Australia,"Google Ads",Mobile
6083,2023-09-06,UK,"Facebook Ads",Desktop
6084,2023-12-22,Australia,"LinkedIn Ads",Desktop
6085,2023-11-18,Canada,"Facebook Ads",Tablet
6086,2023-06-23,Germany,Referral,Desktop
6087,2024-03-25,UK,"Google Ads",Mobile
6088,2023-11-27,Australia,"Facebook Ads",Desktop
6089,2023-06-09,Australia,"Facebook Ads",Mobile
6090,2023-12-21,Germany,Referral,Mobile
6091,2023-10-29,India,"LinkedIn Ads",Desktop
6092,2023-03-04,USA,Organic,Desktop
6093,2024-02-25,Germany,"Google Ads",Tablet
6094,2024-03-18,Australia,Referral,Tablet
6095,2023-05-31,UK,Referral,Tablet
6096,2023-03-19,UK,"Google Ads",Mobile
6097,2023-11-08,USA,"Google Ads",Mobile
6098,2024-02-25,UK,"Facebook Ads",Tablet
6099,2023-05-02,India,"Google Ads",Mobile
6100,2024-02-26,India,Referral,Tablet
6101,2023-01-18,USA,Organic,Desktop
6102,2024-01-14,Germany,Referral,Desktop
6103,2023-11-18,UK,"Facebook Ads",Desktop
6104,2023-02-12,India,"LinkedIn Ads",Mobile
6105,2023-07-13,Canada,"Google Ads",Desktop
6106,2023-08-12,UK,"Facebook Ads",Desktop
6107,2023-08-25,UK,Organic,Tablet
6108,2023-07-29,Germany,Referral,Mobile
6109,2024-05-09,India,"Google Ads",Tablet
6110,2023-01-28,UK,"Facebook Ads",Mobile
6111,2024-04-17,India,Referral,Mobile
6112,2023-10-28,Germany,"Google Ads",Desktop
6113,2024-06-14,USA,"LinkedIn Ads",Desktop
6114,2023-05-09,Canada,"Facebook Ads",Mobile
6115,2023-09-21,Germany,Organic,Mobile
6116,2023-09-02,India,"LinkedIn Ads",Mobile
6117,2023-09-19,India,Referral,Desktop
6118,2023-08-10,UK,"Google Ads",Desktop
6119,2023-09-29,Germany,Organic,Desktop
6120,2024-04-03,Canada,Referral,Tablet
6121,2023-02-28,Australia,"LinkedIn Ads",Desktop
6122,2023-05-18,Germany,Organic,Mobile
6123,2023-07-05,Germany,Organic,Desktop
6124,2024-05-08,Australia,Organic,Mobile
6125,2023-10-06,India,Organic,Desktop
6126,2023-09-09,Canada,"LinkedIn Ads",Desktop
6127,2024-01-06,UK,"Facebook Ads",Mobile
6128,2023-06-14,UK,"Google Ads",Mobile
6129,2023-08-03,Australia,"LinkedIn Ads",Tablet
6130,2023-07-05,India,Organic,Desktop
6131,2023-11-07,USA,"Google Ads",Desktop
6132,2023-08-27,India,"Facebook Ads",Desktop
6133,2024-01-24,Australia,"Facebook Ads",Mobile
6134,2024-01-29,Canada,"LinkedIn Ads",Mobile
6135,2023-10-31,Canada,"Google Ads",Mobile
6136,2024-04-17,Germany,Organic,Mobile
6137,2023-08-15,USA,"Facebook Ads",Tablet
6138,2023-07-19,UK,"LinkedIn Ads",Mobile
6139,2023-02-15,India,"Google Ads",Mobile
6140,2023-08-31,Germany,"Google Ads",Desktop
6141,2023-09-25,UK,"LinkedIn Ads",Tablet
6142,2023-11-05,Germany,"Facebook Ads",Mobile
6143,2023-03-27,USA,"Facebook Ads",Desktop
6144,2024-03-18,Germany,"LinkedIn Ads",Desktop
6145,2024-01-06,Canada,Referral,Desktop
6146,2024-01-08,USA,"Google Ads",Desktop
6147,2023-09-07,Germany,"Facebook Ads",Tablet
6148,2023-05-16,Germany,"Facebook Ads",Mobile
6149,2024-04-07,Australia,"Google Ads",Tablet
6150,2024-05-23,Germany,"Facebook Ads",Tablet
6151,2024-02-09,Canada,"LinkedIn Ads",Mobile
6152,2024-05-22,USA,Referral,Tablet
6153,2024-01-09,USA,"Facebook Ads",Tablet
6154,2024-05-21,Canada,"LinkedIn Ads",Tablet
6155,2023-06-19,UK,Organic,Desktop
6156,2023-03-08,UK,"Facebook Ads",Mobile
6157,2023-08-14,Germany,"Google Ads",Mobile
6158,2024-01-14,India,"Facebook Ads",Desktop
6159,2023-04-28,India,Referral,Desktop
6160,2023-08-27,UK,Organic,Desktop
6161,2023-11-17,Germany,"LinkedIn Ads",Tablet
6162,2024-05-12,India,"Google Ads",Tablet
6163,2023-06-04,Canada,Referral,Tablet
6164,2023-02-28,USA,"Facebook Ads",Desktop
6165,2023-03-24,Australia,Organic,Mobile
6166,2023-09-29,Canada,Organic,Desktop
6167,2023-06-27,USA,"Facebook Ads",Desktop
6168,2023-09-25,USA,"Google Ads",Desktop
6169,2024-06-17,Canada,"LinkedIn Ads",Tablet
6170,2023-10-20,Canada,"LinkedIn Ads",Tablet
6171,2024-01-27,Canada,Referral,Desktop
6172,2023-05-29,Canada,"Facebook Ads",Tablet
6173,2023-03-02,USA,Referral,Mobile
6174,2023-03-08,USA,"LinkedIn Ads",Tablet
6175,2023-07-04,USA,"LinkedIn Ads",Desktop
6176,2024-02-04,UK,Referral,Tablet
6177,2023-04-18,USA,"Facebook Ads",Tablet
6178,2023-09-20,UK,Referral,Tablet
6179,2023-12-16,UK,Organic,Desktop
6180,2023-05-21,Australia,"Facebook Ads",Tablet
6181,2023-10-13,Canada,"Facebook Ads",Mobile
6182,2023-11-06,USA,Organic,Desktop
6183,2023-08-28,Australia,Organic,Mobile
6184,2023-04-19,Canada,"Google Ads",Mobile
6185,2023-12-22,USA,Referral,Desktop
6186,2023-12-08,UK,"LinkedIn Ads",Mobile
6187,2024-01-28,Canada,"Google Ads",Tablet
6188,2023-08-24,UK,Organic,Desktop
6189,2023-08-13,India,"Google Ads",Desktop
6190,2023-01-08,Canada,"Facebook Ads",Desktop
6191,2023-10-10,UK,"LinkedIn Ads",Desktop
6192,2024-06-09,Australia,"Google Ads",Desktop
6193,2023-01-31,India,Referral,Tablet
6194,2023-05-21,USA,Referral,Desktop
6195,2023-09-10,Australia,"Google Ads",Desktop
6196,2024-01-12,Germany,"Google Ads",Mobile
6197,2023-02-20,UK,Organic,Mobile
6198,2024-02-24,USA,"Google Ads",Tablet
6199,2023-07-26,Canada,"Facebook Ads",Mobile
6200,2023-04-03,UK,Organic,Tablet
6201,2023-11-26,UK,"LinkedIn Ads",Mobile
6202,2023-02-22,Australia,Organic,Desktop
6203,2023-12-08,Canada,Referral,Mobile
6204,2024-06-21,Canada,"Facebook Ads",Desktop
6205,2023-10-12,UK,Referral,Desktop
6206,2023-08-17,Canada,"LinkedIn Ads",Tablet
6207,2024-03-25,India,"Facebook Ads",Desktop
6208,2023-06-13,Germany,Referral,Desktop
6209,2023-12-18,India,"Google Ads",Mobile
6210,2023-07-11,UK,Organic,Desktop
6211,2023-03-28,Australia,Organic,Desktop
6212,2024-06-02,UK,Organic,Tablet
6213,2024-03-25,USA,Referral,Desktop
6214,2023-12-30,Australia,Referral,Tablet
6215,2024-04-07,Canada,"Google Ads",Mobile
6216,2024-02-23,Australia,"LinkedIn Ads",Mobile
6217,2024-01-05,UK,Organic,Mobile
6218,2023-05-16,UK,Referral,Tablet
6219,2024-01-27,Germany,"LinkedIn Ads",Mobile
6220,2024-03-01,Germany,"Google Ads",Desktop
6221,2023-01-08,Germany,"LinkedIn Ads",Mobile
6222,2024-03-13,UK,Referral,Desktop
6223,2024-02-20,Australia,"Google Ads",Mobile
6224,2023-02-22,UK,Referral,Mobile
6225,2023-07-13,Canada,"Facebook Ads",Mobile
6226,2023-09-29,Canada,"Google Ads",Tablet
6227,2023-11-20,Canada,"Google Ads",Mobile
6228,2024-03-21,India,"LinkedIn Ads",Desktop
6229,2023-08-21,Australia,Organic,Tablet
6230,2024-04-28,USA,"LinkedIn Ads",Desktop
6231,2024-03-21,UK,Referral,Mobile
6232,2023-03-20,Germany,"Google Ads",Tablet
6233,2024-05-18,India,"Google Ads",Tablet
6234,2023-07-06,India,"Facebook Ads",Mobile
6235,2023-11-06,Canada,"Google Ads",Mobile
6236,2023-06-27,India,"Google Ads",Desktop
6237,2023-10-13,Germany,Referral,Tablet
6238,2023-09-23,UK,"Google Ads",Mobile
6239,2023-03-13,India,Organic,Desktop
6240,2023-10-31,India,"LinkedIn Ads",Mobile
6241,2023-11-20,Australia,Referral,Mobile
6242,2023-07-19,Australia,Referral,Tablet
6243,2024-05-21,India,"Google Ads",Mobile
6244,2023-01-16,USA,Referral,Desktop
6245,2023-05-22,UK,Referral,Mobile
6246,2024-04-08,Australia,"LinkedIn Ads",Mobile
6247,2023-04-28,UK,"Google Ads",Desktop
6248,2023-12-23,USA,"Facebook Ads",Mobile
6249,2023-05-07,Germany,"LinkedIn Ads",Mobile
6250,2023-12-28,Canada,"LinkedIn Ads",Mobile
6251,2023-12-12,UK,"Google Ads",Mobile
6252,2023-06-17,UK,Organic,Mobile
6253,2023-08-16,UK,"Facebook Ads",Mobile
6254,2023-04-28,Canada,Organic,Tablet
6255,2024-03-02,Canada,"LinkedIn Ads",Tablet
6256,2024-01-24,UK,"Google Ads",Desktop
6257,2023-12-26,Canada,Organic,Tablet
6258,2024-06-24,USA,"Google Ads",Desktop
6259,2023-08-30,UK,"Google Ads",Tablet
6260,2024-06-26,Germany,Referral,Desktop
6261,2024-04-10,Australia,"Google Ads",Tablet
6262,2023-07-20,Canada,"LinkedIn Ads",Tablet
6263,2023-06-05,Germany,"Facebook Ads",Tablet
6264,2024-02-26,USA,"Google Ads",Tablet
6265,2024-03-09,Australia,Referral,Mobile
6266,2023-04-13,Australia,"Google Ads",Desktop
6267,2023-08-22,USA,"Google Ads",Tablet
6268,2024-01-28,India,Referral,Tablet
6269,2024-01-06,Australia,Referral,Desktop
6270,2024-03-24,Australia,"LinkedIn Ads",Desktop
6271,2024-02-29,Germany,"Facebook Ads",Desktop
6272,2023-06-25,Canada,Referral,Desktop
6273,2023-12-10,Canada,"Facebook Ads",Mobile
6274,2024-02-29,Germany,Organic,Tablet
6275,2023-05-05,Canada,"LinkedIn Ads",Desktop
6276,2024-04-02,Germany,Organic,Mobile
6277,2024-04-11,UK,"Facebook Ads",Mobile
6278,2024-05-10,Germany,"Google Ads",Tablet
6279,2023-08-05,India,"Facebook Ads",Mobile
6280,2023-08-02,Australia,"LinkedIn Ads",Desktop
6281,2023-11-21,India,Organic,Desktop
6282,2023-01-15,UK,"LinkedIn Ads",Desktop
6283,2023-04-04,Australia,"LinkedIn Ads",Mobile
6284,2023-05-12,Canada,Referral,Desktop
6285,2024-01-17,Germany,"LinkedIn Ads",Tablet
6286,2023-07-24,UK,Organic,Mobile
6287,2023-07-23,Australia,"Facebook Ads",Desktop
6288,2023-08-31,UK,"Facebook Ads",Tablet
6289,2023-08-23,Australia,Organic,Tablet
6290,2024-02-27,Germany,"LinkedIn Ads",Mobile
6291,2024-04-18,Canada,Referral,Tablet
6292,2023-10-23,Australia,"Facebook Ads",Mobile
6293,2023-01-29,Germany,"Google Ads",Desktop
6294,2024-06-19,UK,"Google Ads",Tablet
6295,2024-03-27,Germany,"Google Ads",Desktop
6296,2023-10-16,India,"Google Ads",Tablet
6297,2023-05-26,India,"Facebook Ads",Tablet
6298,2023-07-25,UK,Organic,Mobile
6299,2024-03-13,Canada,"Facebook Ads",Mobile
6300,2023-11-24,USA,"Google Ads",Desktop
6301,2023-01-10,India,Organic,Tablet
6302,2023-11-10,India,"Facebook Ads",Desktop
6303,2023-04-27,India,"LinkedIn Ads",Tablet
6304,2023-07-01,Germany,"Facebook Ads",Mobile
6305,2023-09-10,Canada,Organic,Tablet
6306,2024-04-03,USA,"Google Ads",Mobile
6307,2023-02-19,Germany,"LinkedIn Ads",Mobile
6308,2024-03-10,Australia,Referral,Mobile
6309,2024-05-30,USA,"Google Ads",Desktop
6310,2023-07-26,Australia,"LinkedIn Ads",Mobile
6311,2023-08-29,Germany,"LinkedIn Ads",Desktop
6312,2023-09-21,USA,"Google Ads",Mobile
6313,2023-05-17,India,Organic,Mobile
6314,2023-11-29,UK,"Facebook Ads",Tablet
6315,2024-02-16,India,Referral,Desktop
6316,2024-01-23,UK,"LinkedIn Ads",Desktop
6317,2023-12-28,Germany,"LinkedIn Ads",Mobile
6318,2023-01-16,USA,Organic,Tablet
6319,2023-06-15,India,Organic,Mobile
6320,2024-04-11,Germany,"Google Ads",Mobile
6321,2023-08-24,Canada,"LinkedIn Ads",Tablet
6322,2023-02-14,Canada,"LinkedIn Ads",Tablet
6323,2024-06-15,Australia,"LinkedIn Ads",Mobile
6324,2023-03-29,UK,"Google Ads",Desktop
6325,2023-09-06,Australia,Organic,Desktop
6326,2023-09-05,Australia,Referral,Tablet
6327,2023-01-17,Australia,Referral,Tablet
6328,2023-05-13,USA,Organic,Desktop
6329,2023-06-03,Australia,"Google Ads",Mobile
6330,2024-05-07,India,Referral,Desktop
6331,2023-05-04,USA,Referral,Desktop
6332,2024-01-17,Germany,"LinkedIn Ads",Tablet
6333,2024-04-08,UK,"LinkedIn Ads",Tablet
6334,2023-05-31,Australia,Referral,Desktop
6335,2023-10-11,India,"Facebook Ads",Tablet
6336,2023-08-09,USA,"Facebook Ads",Tablet
6337,2023-08-11,Australia,Organic,Desktop
6338,2023-12-18,Australia,"Google Ads",Tablet
6339,2023-11-27,Canada,Referral,Mobile
6340,2023-07-12,India,"Facebook Ads",Desktop
6341,2024-05-15,Australia,"Facebook Ads",Mobile
6342,2024-01-03,UK,Organic,Tablet
6343,2023-06-15,India,Organic,Mobile
6344,2024-06-06,Australia,"Google Ads",Mobile
6345,2023-10-07,Canada,"Facebook Ads",Mobile
6346,2023-09-14,Canada,"Facebook Ads",Mobile
6347,2024-02-17,India,"Facebook Ads",Tablet
6348,2023-12-14,UK,"LinkedIn Ads",Desktop
6349,2024-04-03,Germany,Referral,Desktop
6350,2023-12-14,Germany,Referral,Desktop
6351,2023-06-30,UK,Referral,Desktop
6352,2024-06-13,Canada,"Facebook Ads",Tablet
6353,2023-02-07,USA,"Facebook Ads",Desktop
6354,2023-02-13,India,"Google Ads",Tablet
6355,2024-05-04,Australia,"Google Ads",Desktop
6356,2023-05-03,Australia,Referral,Mobile
6357,2024-05-12,India,Organic,Tablet
6358,2023-10-11,USA,Organic,Desktop
6359,2023-04-24,UK,"Google Ads",Tablet
6360,2023-09-14,UK,"LinkedIn Ads",Tablet
6361,2023-07-22,USA,"Facebook Ads",Mobile
6362,2023-10-02,USA,Referral,Tablet
6363,2023-06-05,UK,"Google Ads",Mobile
6364,2024-01-21,UK,"Facebook Ads",Mobile
6365,2023-11-03,Australia,"LinkedIn Ads",Mobile
6366,2023-12-17,Germany,Referral,Desktop
6367,2023-02-06,Germany,"Google Ads",Desktop
6368,2023-03-10,Germany,"Facebook Ads",Tablet
6369,2023-09-12,India,Organic,Mobile
6370,2024-06-05,Australia,Referral,Desktop
6371,2023-01-14,Germany,"LinkedIn Ads",Tablet
6372,2023-02-23,Australia,"Facebook Ads",Mobile
6373,2024-04-22,Australia,"Facebook Ads",Mobile
6374,2023-04-03,India,Referral,Mobile
6375,2023-11-12,USA,Organic,Desktop
6376,2023-03-15,Germany,Organic,Tablet
6377,2023-02-03,UK,"Google Ads",Desktop
6378,2023-11-21,Australia,"Google Ads",Tablet
6379,2023-12-29,India,"Google Ads",Tablet
6380,2023-03-16,Canada,Organic,Tablet
6381,2023-06-20,India,"Google Ads",Mobile
6382,2023-05-05,Germany,"LinkedIn Ads",Desktop
6383,2024-04-14,Canada,Organic,Desktop
6384,2024-01-05,Australia,"LinkedIn Ads",Desktop
6385,2023-06-25,Germany,Referral,Tablet
6386,2023-10-04,Germany,"Facebook Ads",Desktop
6387,2023-12-26,Canada,"Facebook Ads",Desktop
6388,2023-01-30,India,"LinkedIn Ads",Mobile
6389,2023-01-23,Australia,Organic,Mobile
6390,2023-01-28,Australia,"LinkedIn Ads",Mobile
6391,2023-02-20,India,"Google Ads",Mobile
6392,2023-05-30,USA,Organic,Tablet
6393,2024-04-29,Australia,Organic,Tablet
6394,2023-05-09,Germany,"LinkedIn Ads",Desktop
6395,2023-09-27,UK,Referral,Desktop
6396,2023-05-10,Australia,"Facebook Ads",Desktop
6397,2024-02-22,USA,"Facebook Ads",Desktop
6398,2024-04-23,Canada,"Google Ads",Tablet
6399,2024-01-15,USA,"Facebook Ads",Tablet
6400,2023-09-11,Australia,"Facebook Ads",Desktop
6401,2024-02-09,UK,"Google Ads",Desktop
6402,2024-06-25,India,Organic,Mobile
6403,2023-06-09,USA,"Google Ads",Desktop
6404,2023-04-04,India,"Facebook Ads",Desktop
6405,2024-04-04,USA,"Google Ads",Desktop
6406,2023-06-23,USA,"LinkedIn Ads",Mobile
6407,2024-06-23,USA,"Facebook Ads",Desktop
6408,2023-11-10,USA,"Google Ads",Desktop
6409,2023-11-15,Canada,"Facebook Ads",Tablet
6410,2024-05-04,Canada,Organic,Tablet
6411,2023-07-11,India,Organic,Tablet
6412,2023-06-17,Canada,"Google Ads",Tablet
6413,2024-06-23,UK,"LinkedIn Ads",Mobile
6414,2023-09-23,Canada,"LinkedIn Ads",Desktop
6415,2023-11-18,India,"Google Ads",Mobile
6416,2023-12-04,Canada,Referral,Mobile
6417,2024-04-13,Canada,"Facebook Ads",Tablet
6418,2023-01-11,India,"Google Ads",Desktop
6419,2023-11-14,Germany,"LinkedIn Ads",Mobile
6420,2023-09-25,India,"Facebook Ads",Tablet
6421,2023-03-29,UK,"Facebook Ads",Desktop
6422,2023-02-18,USA,"LinkedIn Ads",Mobile
6423,2023-02-26,India,Referral,Desktop
6424,2023-07-08,Germany,"LinkedIn Ads",Desktop
6425,2023-05-24,India,"LinkedIn Ads",Mobile
6426,2023-05-03,Germany,Organic,Mobile
6427,2023-08-10,Canada,Referral,Mobile
6428,2023-05-23,India,Referral,Tablet
6429,2024-05-13,UK,Referral,Tablet
6430,2023-07-12,Canada,Referral,Tablet
6431,2024-01-28,India,"Google Ads",Mobile
6432,2023-07-23,Canada,"Facebook Ads",Tablet
6433,2023-02-02,India,Organic,Tablet
6434,2023-01-13,Canada,"LinkedIn Ads",Desktop
6435,2023-12-09,Germany,Referral,Mobile
6436,2024-03-08,Germany,"Google Ads",Mobile
6437,2024-03-19,UK,Referral,Tablet
6438,2023-10-12,USA,"Facebook Ads",Mobile
6439,2024-01-17,Australia,"LinkedIn Ads",Desktop
6440,2024-03-12,Australia,"Google Ads",Mobile
6441,2024-05-27,USA,"LinkedIn Ads",Tablet
6442,2023-03-10,Germany,"Google Ads",Mobile
6443,2024-06-19,Australia,Organic,Mobile
6444,2023-08-17,USA,"LinkedIn Ads",Mobile
6445,2023-07-06,Australia,"LinkedIn Ads",Mobile
6446,2023-02-13,Canada,"Google Ads",Mobile
6447,2023-12-13,Canada,"Facebook Ads",Mobile
6448,2023-10-25,Canada,"Google Ads",Tablet
6449,2024-04-26,Germany,"LinkedIn Ads",Mobile
6450,2023-11-27,Australia,Referral,Desktop
6451,2023-09-25,Australia,Organic,Desktop
6452,2023-06-14,Australia,"Google Ads",Tablet
6453,2023-04-15,USA,Referral,Mobile
6454,2024-01-31,Canada,Referral,Desktop
6455,2024-05-21,USA,"LinkedIn Ads",Desktop
6456,2024-03-18,USA,Referral,Desktop
6457,2024-04-05,UK,"Facebook Ads",Desktop
6458,2023-07-26,UK,"LinkedIn Ads",Mobile
6459,2023-05-08,Australia,"Google Ads",Tablet
6460,2024-05-16,USA,Referral,Tablet
6461,2023-11-24,USA,"Google Ads",Desktop
6462,2023-12-08,Canada,"LinkedIn Ads",Mobile
6463,2023-05-25,UK,"Facebook Ads",Desktop
6464,2023-11-27,USA,"LinkedIn Ads",Mobile
6465,2023-02-17,India,"Facebook Ads",Tablet
6466,2023-10-27,UK,Referral,Mobile
6467,2024-02-03,Australia,"LinkedIn Ads",Desktop
6468,2023-02-02,USA,Organic,Mobile
6469,2024-05-25,UK,Referral,Mobile
6470,2024-04-25,USA,"LinkedIn Ads",Tablet
6471,2023-09-18,UK,Organic,Desktop
6472,2024-01-13,UK,"Facebook Ads",Tablet
6473,2023-04-10,Germany,Referral,Tablet
6474,2023-01-17,Canada,Referral,Mobile
6475,2024-01-27,Canada,"Facebook Ads",Tablet
6476,2023-09-11,Canada,"Google Ads",Mobile
6477,2023-08-15,Australia,"LinkedIn Ads",Desktop
6478,2023-04-12,Germany,"Google Ads",Tablet
6479,2023-04-21,Australia,"Google Ads",Desktop
6480,2023-09-29,India,"Google Ads",Tablet
6481,2023-02-11,Germany,Organic,Tablet
6482,2023-02-26,Australia,Referral,Mobile
6483,2024-01-31,USA,"Google Ads",Mobile
6484,2024-03-01,Canada,"Facebook Ads",Tablet
6485,2024-01-03,USA,"Facebook Ads",Tablet
6486,2023-04-05,UK,"Google Ads",Desktop
6487,2023-03-03,Canada,Referral,Desktop
6488,2023-03-24,Australia,"LinkedIn Ads",Tablet
6489,2023-03-09,India,Organic,Tablet
6490,2024-01-10,India,Organic,Desktop
